file,method,direct_guard_candidates
"app/api/job-types/quote-setup/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/job-types/quote-setup/route.ts","PATCH","getAuthenticatedBusiness;getCurrentUser"
"app/api/job-types/quote-setup/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/job-types/quote-setup/route.ts","PUT","getAuthenticatedBusiness;getCurrentUser"
"app/api/job-types/route.ts","GET","getAuthenticatedBusiness"
"app/api/job-types/route.ts","POST","getAuthenticatedBusiness"
"app/api/jobbpass/public/[token]/route.ts","GET",""
"app/api/jobbuddy/actions/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/jobbuddy/photo/route.ts","POST","getAuthenticatedBusiness"
"app/api/jobbuddy/voice/route.ts","POST","getAuthenticatedBusiness"
"app/api/karin/calendar/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/karin/calendar/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/karin/events/[id]/route.ts","DELETE","getAuthenticatedBusiness;getCurrentUser"
"app/api/karin/events/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/karin/supplier-invoices/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/karin/supplier-invoices/route.ts","PATCH","getAuthenticatedBusiness;getCurrentUser;verifyOwnership"
"app/api/lead-portal/[code]/route.ts","GET",""
"app/api/lead-portal/[code]/route.ts","OPTIONS",""
"app/api/lead-portal/[code]/route.ts","POST",""
"app/api/lead-sources/list/route.ts","GET","getAuthenticatedBusiness"
"app/api/lead-sources/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/lead-sources/route.ts","GET","getAuthenticatedBusiness"
"app/api/lead-sources/route.ts","POST","getAuthenticatedBusiness"
"app/api/lead-sources/route.ts","PUT","getAuthenticatedBusiness"
"app/api/leads/intake/route.ts","OPTIONS",""
"app/api/leads/intake/route.ts","POST",""
"app/api/leads/neighbours/[id]/route.ts","PATCH","getAuthenticatedBusiness"
"app/api/leads/neighbours/route.ts","GET","getAuthenticatedBusiness"
"app/api/leads/neighbours/route.ts","POST","getAuthenticatedBusiness"
"app/api/leads/outbound/[id]/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/leads/outbound/[id]/route.ts","PATCH","getAuthenticatedBusiness"
"app/api/leads/outbound/[id]/send/route.ts","POST","getAuthenticatedBusiness"
"app/api/leads/outbound/batch/route.ts","POST","getAuthenticatedBusiness"
"app/api/leads/outbound/route.ts","GET","getAuthenticatedBusiness"
"app/api/leads/outbound/route.ts","POST","getAuthenticatedBusiness"
"app/api/leads/outbound/usage/route.ts","GET","getAuthenticatedBusiness"
"app/api/leads/pipeline-stages/route.ts","GET","getAuthenticatedBusiness"
"app/api/leads/pipeline-stages/route.ts","PATCH","getAuthenticatedBusiness"
"app/api/leads/route.ts","GET","getAuthenticatedBusiness"
"app/api/leads/route.ts","PATCH","getAuthenticatedBusiness;verifyOwnership"
"app/api/leads/route.ts","POST","getAuthenticatedBusiness"
"app/api/matte/chat/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;verifyPageContextOwnership"
"app/api/matte/conversations/[id]/messages/route.ts","POST","getAuthenticatedBusiness"
"app/api/matte/conversations/[id]/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/matte/conversations/[id]/route.ts","GET","getAuthenticatedBusiness"
"app/api/matte/conversations/[id]/route.ts","PATCH","getAuthenticatedBusiness"
"app/api/matte/conversations/route.ts","GET","getAuthenticatedBusiness"
"app/api/matte/conversations/route.ts","POST","getAuthenticatedBusiness"
"app/api/matte/threads/[id]/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/matte/threads/[id]/route.ts","GET","getAuthenticatedBusiness"
"app/api/matte/threads/route.ts","GET","getAuthenticatedBusiness"
"app/api/matte/transcribe/route.ts","POST","getAuthenticatedBusiness"
"app/api/matte/upload-image/route.ts","POST","getAuthenticatedBusiness"
"app/api/me/route.ts","GET","getCurrentUser"
"app/api/me/route.ts","PATCH","getCurrentUser"
"app/api/mission/[id]/mandate/route.ts","PATCH","getAuthenticatedBusiness;getCurrentUser"
"app/api/mission/[id]/mandate/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/mission/[id]/resolve/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/mission/active/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/mission/history/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/mission/suggestions/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/mobile/home/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;canActOnApproval"
"app/api/moments/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/monthly-reviews/route.ts","GET","getAuthenticatedBusiness"
"app/api/monthly-reviews/route.ts","PATCH","getAuthenticatedBusiness"
"app/api/morning-brief/route.ts","GET","getAuthenticatedBusiness"
"app/api/morning-brief/route.ts","POST","getAuthenticatedBusiness"
"app/api/next-best-action/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;canActOnApproval"
"app/api/notifications/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/notifications/route.ts","PUT","getAuthenticatedBusiness;getCurrentUser"
"app/api/nurture/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/nurture/route.ts","GET","getAuthenticatedBusiness"
"app/api/nurture/route.ts","POST","getAuthenticatedBusiness"
"app/api/observations/[id]/route.ts","POST","getAuthenticatedBusiness"
"app/api/observations/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/on-my-way/route.ts","POST","getAuthenticatedBusiness"
"app/api/onboarding/bolagsverket-lookup/route.ts","POST","getAuthenticatedBusiness"
"app/api/onboarding/channel-health/route.ts","GET","getAuthenticatedBusiness"
"app/api/onboarding/chat/route.ts","POST","getAuthenticatedBusiness"
"app/api/onboarding/company-scan/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/onboarding/first-action/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/onboarding/hours/route.ts","POST","getAuthenticatedBusiness"
"app/api/onboarding/instant-value/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/onboarding/kom-igang/route.ts","GET","getAuthenticatedBusiness"
"app/api/onboarding/phone/reserve/route.ts","POST","getAuthenticatedBusiness"
"app/api/onboarding/phone/route.ts","POST",""
"app/api/onboarding/route.ts","GET","getAuthenticatedBusiness"
"app/api/onboarding/route.ts","POST","getAuthenticatedBusiness"
"app/api/onboarding/route.ts","PUT","getAuthenticatedBusiness"
"app/api/onboarding/scrape-website/route.ts","POST","getAuthenticatedBusiness"
"app/api/onboarding/seed-products/route.ts","POST","getAuthenticatedBusiness"
"app/api/onboarding/status/route.ts","POST","getAuthenticatedBusiness"
"app/api/onboarding/test-call/arm/route.ts","POST","getAuthenticatedBusiness"
"app/api/onboarding/test-call/lead/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/onboarding/test-call/status/route.ts","GET","getAuthenticatedBusiness"
"app/api/orders/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/orders/route.ts","GET","getAuthenticatedBusiness"
"app/api/orders/route.ts","POST","getAuthenticatedBusiness"
"app/api/orders/route.ts","PUT","getAuthenticatedBusiness"
"app/api/orders/send/route.ts","POST","getAuthenticatedBusiness"
"app/api/partners/agreement/route.ts","GET",""
"app/api/partners/agreement/route.ts","POST",""
"app/api/partners/billing-profile/route.ts","GET",""
"app/api/partners/billing-profile/route.ts","PUT",""
"app/api/partners/dashboard/route.ts","GET",""
"app/api/partners/followups/route.ts","DELETE",""
"app/api/partners/followups/route.ts","POST",""
"app/api/partners/login/route.ts","POST",""
"app/api/partners/logout/route.ts","POST",""
"app/api/partners/me/route.ts","GET",""
"app/api/partners/referral/route.ts","POST",""
"app/api/partners/register/route.ts","POST",""
"app/api/partners/self-billing/[id]/route.ts","GET",""
"app/api/partners/self-billing/[id]/route.ts","POST",""
"app/api/partners/validate/route.ts","GET",""
"app/api/partners/webhook/route.ts","GET",""
"app/api/partners/webhook/route.ts","POST",""
"app/api/partners/webhook/route.ts","PUT",""
"app/api/phone/available/route.ts","GET","getAuthenticatedBusiness"
"app/api/phone/provision/route.ts","DELETE","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/phone/provision/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/phone/settings/route.ts","GET","getAuthenticatedBusiness"
"app/api/phone/settings/route.ts","PATCH","getAuthenticatedBusiness"
"app/api/phone/settings/route.ts","POST","getAuthenticatedBusiness"
"app/api/pipeline/activity/[id]/undo/route.ts","POST","getAuthenticatedBusiness"
"app/api/pipeline/activity/route.ts","GET","getAuthenticatedBusiness"
"app/api/pipeline/deals/[id]/activity/route.ts","GET","getAuthenticatedBusiness"
"app/api/pipeline/deals/[id]/move/route.ts","POST","getAuthenticatedBusiness"
"app/api/pipeline/deals/[id]/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/pipeline/deals/[id]/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/pipeline/deals/[id]/route.ts","PATCH","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/pipeline/deals/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/pipeline/deals/route.ts","POST","getAuthenticatedBusiness"
"app/api/pipeline/notes/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/pipeline/notes/route.ts","GET","getAuthenticatedBusiness"
"app/api/pipeline/notes/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/pipeline/notes/route.ts","PUT","getAuthenticatedBusiness"
"app/api/pipeline/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/pipeline/settings/route.ts","GET","getAuthenticatedBusiness"
"app/api/pipeline/settings/route.ts","PATCH","getAuthenticatedBusiness"
"app/api/pipeline/stages/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/pipeline/stages/route.ts","GET","getAuthenticatedBusiness"
"app/api/pipeline/stages/route.ts","POST","getAuthenticatedBusiness"
"app/api/pipeline/stages/route.ts","PUT","getAuthenticatedBusiness"
"app/api/pipeline/stats/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/playbook/patterns/route.ts","GET","getAuthenticatedBusiness"
"app/api/portal-messages/route.ts","GET","getAuthenticatedBusiness"
"app/api/portal-messages/route.ts","POST","getAuthenticatedBusiness"
"app/api/portal/[token]/activity/route.ts","GET",""
"app/api/portal/[token]/agreements/route.ts","GET",""
"app/api/portal/[token]/documents/route.ts","GET",""
"app/api/portal/[token]/installations/route.ts","GET",""
"app/api/portal/[token]/invoices/[id]/claim-paid/route.ts","POST",""
"app/api/portal/[token]/invoices/[id]/route.ts","GET",""
"app/api/portal/[token]/invoices/route.ts","GET",""
"app/api/portal/[token]/jobbpass/route.ts","GET",""
"app/api/portal/[token]/messages/route.ts","GET",""
"app/api/portal/[token]/messages/route.ts","POST",""
"app/api/portal/[token]/projects/route.ts","GET",""
"app/api/portal/[token]/quotes/route.ts","GET",""
"app/api/portal/[token]/reports/route.ts","GET",""
"app/api/portal/[token]/route.ts","GET",""
"app/api/portal/link/route.ts","GET","getAuthenticatedBusiness"
"app/api/portal/route.ts","GET",""
"app/api/portal/route.ts","POST",""
"app/api/portal/verify-quote-flow/route.ts","GET","getAuthenticatedBusiness"
"app/api/preferences/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/preferences/route.ts","GET","getAuthenticatedBusiness"
"app/api/preferences/route.ts","POST","getAuthenticatedBusiness"
"app/api/preparation/[token]/route.ts","GET",""
"app/api/preparation/[token]/route.ts","POST",""
"app/api/pricing/contract-types/[id]/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/pricing/contract-types/[id]/route.ts","PUT","getAuthenticatedBusiness"
"app/api/pricing/contract-types/route.ts","GET","getAuthenticatedBusiness"
"app/api/pricing/contract-types/route.ts","POST","getAuthenticatedBusiness"
"app/api/pricing/price-lists/[id]/items/route.ts","POST","getAuthenticatedBusiness"
"app/api/pricing/price-lists/[id]/items/route.ts","PUT","getAuthenticatedBusiness"
"app/api/pricing/price-lists/[id]/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/pricing/price-lists/[id]/route.ts","GET","getAuthenticatedBusiness"
"app/api/pricing/price-lists/[id]/route.ts","PUT","getAuthenticatedBusiness"
"app/api/pricing/price-lists/route.ts","GET","getAuthenticatedBusiness"
"app/api/pricing/price-lists/route.ts","POST","getAuthenticatedBusiness"
"app/api/pricing/resolve/route.ts","GET","getAuthenticatedBusiness"
"app/api/pricing/segments/[id]/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/pricing/segments/[id]/route.ts","PUT","getAuthenticatedBusiness"
"app/api/pricing/segments/route.ts","GET","getAuthenticatedBusiness"
"app/api/pricing/segments/route.ts","POST","getAuthenticatedBusiness"
"app/api/priority-rules/route.ts","DELETE","getAuthenticatedBusiness;getCurrentUser"
"app/api/priority-rules/route.ts","GET","getAuthenticatedBusiness"
"app/api/priority-rules/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/product-catalog/route.ts","GET","getAuthenticatedBusiness"
"app/api/product-catalog/route.ts","POST","getAuthenticatedBusiness"
"app/api/products/[id]/components/route.ts","GET","getAuthenticatedBusiness;verifyProductOwnership"
"app/api/products/[id]/components/route.ts","PUT","getAuthenticatedBusiness;verifyProductOwnership"
"app/api/products/[id]/reservations/route.ts","GET","getAuthenticatedBusiness;verifyProductOwnership"
"app/api/products/[id]/reservations/route.ts","PUT","getAuthenticatedBusiness;verifyProductOwnership"
"app/api/products/categories/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/products/categories/route.ts","GET","getAuthenticatedBusiness"
"app/api/products/categories/route.ts","PATCH","getAuthenticatedBusiness"
"app/api/products/categories/route.ts","POST","getAuthenticatedBusiness"
"app/api/products/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/products/route.ts","GET","getAuthenticatedBusiness"
"app/api/products/route.ts","POST","getAuthenticatedBusiness"
"app/api/products/route.ts","PUT","getAuthenticatedBusiness"
"app/api/project-cases/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;canActOnApproval"
"app/api/project-closeout-copilot/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/project-templates/route.ts","GET","getAuthenticatedBusiness"
"app/api/project-templates/route.ts","POST","getAuthenticatedBusiness"
"app/api/projects/[id]/advance-stage/route.ts","POST","getAuthenticatedBusiness"
"app/api/projects/[id]/canvas/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/canvas/route.ts","PUT","getAuthenticatedBusiness"
"app/api/projects/[id]/changes/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/projects/[id]/changes/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/changes/route.ts","POST","getAuthenticatedBusiness"
"app/api/projects/[id]/changes/route.ts","PUT","getAuthenticatedBusiness"
"app/api/projects/[id]/checklists/[checklistId]/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/projects/[id]/checklists/[checklistId]/route.ts","PATCH","getAuthenticatedBusiness;getCurrentUser"
"app/api/projects/[id]/checklists/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/checklists/route.ts","POST","getAuthenticatedBusiness"
"app/api/projects/[id]/costs/route.ts","DELETE","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/projects/[id]/costs/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/projects/[id]/costs/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/projects/[id]/create-final-invoice/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/projects/[id]/documents/[docId]/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/projects/[id]/documents/[docId]/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/documents/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/documents/route.ts","POST","getAuthenticatedBusiness"
"app/api/projects/[id]/efterkalkyl/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/projects/[id]/installations/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/projects/[id]/installations/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/installations/route.ts","PATCH","getAuthenticatedBusiness"
"app/api/projects/[id]/installations/route.ts","POST","getAuthenticatedBusiness"
"app/api/projects/[id]/invoice-preview/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/jobbpass/notify/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/projects/[id]/jobbpass/publish/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/projects/[id]/jobbpass/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/projects/[id]/jobbpass/route.ts","PATCH","getAuthenticatedBusiness;getCurrentUser"
"app/api/projects/[id]/logs/[logId]/photos/route.ts","DELETE",""
"app/api/projects/[id]/logs/[logId]/photos/route.ts","POST",""
"app/api/projects/[id]/logs/[logId]/route.ts","DELETE",""
"app/api/projects/[id]/logs/[logId]/route.ts","PATCH",""
"app/api/projects/[id]/logs/pdf/route.ts","GET",""
"app/api/projects/[id]/logs/route.ts","GET",""
"app/api/projects/[id]/logs/route.ts","POST",""
"app/api/projects/[id]/materials/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/projects/[id]/materials/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/materials/route.ts","POST","getAuthenticatedBusiness"
"app/api/projects/[id]/materials/route.ts","PUT","getAuthenticatedBusiness"
"app/api/projects/[id]/milestones/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/projects/[id]/milestones/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/milestones/route.ts","PATCH","getAuthenticatedBusiness"
"app/api/projects/[id]/milestones/route.ts","POST","getAuthenticatedBusiness"
"app/api/projects/[id]/milestones/route.ts","PUT","getAuthenticatedBusiness"
"app/api/projects/[id]/profitability/mobile/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/projects/[id]/profitability/per-person/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/projects/[id]/profitability/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/projects/[id]/quote-context-debug/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/projects/[id]/quote-context/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/projects/[id]/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/stages/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/stages/route.ts","POST","getAuthenticatedBusiness"
"app/api/projects/[id]/team/route.ts","DELETE","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/projects/[id]/team/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/team/route.ts","PATCH","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/projects/[id]/team/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/projects/[id]/tips/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/[id]/tips/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/projects/[id]/workflow/route.ts","GET","getAuthenticatedBusiness"
"app/api/projects/ai-analyze/route.ts","POST","getAuthenticatedBusiness"
"app/api/projects/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/projects/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/projects/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission;verifyOwnership"
"app/api/projects/route.ts","PUT","getAuthenticatedBusiness"
"app/api/public/availability/[slug]/route.ts","GET",""
"app/api/public/book/[slug]/route.ts","POST",""
"app/api/push-tokens/route.ts","GET","getAuthenticatedBusiness"
"app/api/push-tokens/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/push/send/route.ts","POST","getAuthenticatedBusiness"
"app/api/push/subscribe/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/push/test-approval/route.ts","GET","getAuthenticatedBusiness"
"app/api/push/unsubscribe/route.ts","POST","getAuthenticatedBusiness"
"app/api/quote-categories/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/quote-categories/route.ts","GET","getAuthenticatedBusiness"
"app/api/quote-categories/route.ts","POST","getAuthenticatedBusiness"
"app/api/quote-categories/route.ts","PUT","getAuthenticatedBusiness"
"app/api/quote-standard-texts/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/quote-standard-texts/route.ts","GET","getAuthenticatedBusiness"
"app/api/quote-standard-texts/route.ts","POST","getAuthenticatedBusiness"
"app/api/quote-standard-texts/route.ts","PUT","getAuthenticatedBusiness"
"app/api/quote-templates/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/quote-templates/route.ts","GET","getAuthenticatedBusiness"
"app/api/quote-templates/route.ts","PATCH","getAuthenticatedBusiness"
"app/api/quote-templates/route.ts","POST","getAuthenticatedBusiness"
"app/api/quote-templates/route.ts","PUT","getAuthenticatedBusiness"
"app/api/quote-templates/seed/route.ts","POST","getAuthenticatedBusiness"
"app/api/quotes/[id]/sign-link/route.ts","POST","getAuthenticatedBusiness"
"app/api/quotes/accept/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/quotes/ai-generate/route.ts","POST","getAuthenticatedBusiness"
"app/api/quotes/attachments/upload/route.ts","POST","getAuthenticatedBusiness"
"app/api/quotes/efterkalkyl-insikt/route.ts","GET","getAuthenticatedBusiness"
"app/api/quotes/intelligence/decision/route.ts","POST","getAuthenticatedBusiness"
"app/api/quotes/intelligence/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/quotes/pdf/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/quotes/pdf/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/quotes/preview-html/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/quotes/public/[token]/route.ts","GET",""
"app/api/quotes/public/[token]/route.ts","POST",""
"app/api/quotes/route.ts","DELETE","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/quotes/route.ts","GET","getAuthenticatedBusiness"
"app/api/quotes/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/quotes/route.ts","PUT","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/quotes/send/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/quotes/sign-link/route.ts","POST","getAuthenticatedBusiness"
"app/api/quotes/templates/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/quotes/templates/route.ts","GET","getAuthenticatedBusiness"
"app/api/quotes/templates/route.ts","PATCH","getAuthenticatedBusiness"
"app/api/quotes/templates/route.ts","POST","getAuthenticatedBusiness"
"app/api/quotes/track/route.ts","GET",""
"app/api/quotes/track/route.ts","POST",""
"app/api/quotes/upload-image/route.ts","POST","getAuthenticatedBusiness"
"app/api/recordings/route.ts","DELETE","getAuthenticatedBusiness;getCurrentUser"
"app/api/recordings/route.ts","GET","getAuthenticatedBusiness"
"app/api/recordings/route.ts","PATCH","getAuthenticatedBusiness;getCurrentUser"
"app/api/referral-lead/route.ts","GET",""
"app/api/referral-lead/route.ts","POST",""
"app/api/referral/route.ts","GET","getAuthenticatedBusiness"
"app/api/reminders/route.ts","GET",""
"app/api/reminders/route.ts","POST",""
"app/api/reservations/decisions/route.ts","POST","getAuthenticatedBusiness"
"app/api/reservations/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/reservations/route.ts","GET","getAuthenticatedBusiness"
"app/api/reservations/route.ts","POST","getAuthenticatedBusiness"
"app/api/reservations/route.ts","PUT","getAuthenticatedBusiness"
"app/api/revenue-recovery-cases/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/revenue-review/[id]/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/revenue-review/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/reviews/mark-received/route.ts","POST","getAuthenticatedBusiness"
"app/api/rot-payment/eligible/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/rot-payment/generate/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/rot-payment/import-decision/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/schedule/[id]/route.ts","DELETE","getAuthenticatedBusiness;getCurrentUser"
"app/api/schedule/[id]/route.ts","PATCH","getAuthenticatedBusiness;getCurrentUser;notifyScheduleAssignment"
"app/api/schedule/availability/route.ts","GET","getAuthenticatedBusiness"
"app/api/schedule/route.ts","GET","getAuthenticatedBusiness"
"app/api/schedule/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;notifyScheduleAssignment"
"app/api/schema/assign-preview/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/seasonality/insights/route.ts","GET","getAuthenticatedBusiness"
"app/api/settings/gmail-lead/route.ts","GET","getAuthenticatedBusiness;getCurrentUser"
"app/api/settings/gmail-lead/route.ts","PUT","getAuthenticatedBusiness;getCurrentUser"
"app/api/settings/lead-sources/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/settings/lead-sources/route.ts","GET","getAuthenticatedBusiness"
"app/api/settings/lead-sources/route.ts","POST","getAuthenticatedBusiness"
"app/api/settings/lead-sources/route.ts","PUT","getAuthenticatedBusiness"
"app/api/settings/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/settings/route.ts","PUT","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/sms/conversations/route.ts","GET","getAuthenticatedBusiness"
"app/api/sms/conversations/route.ts","POST","getAuthenticatedBusiness"
"app/api/sms/incoming/route.ts","POST",""
"app/api/sms/log/route.ts","GET","getAuthenticatedBusiness"
"app/api/sms/on-my-way/route.ts","POST","getAuthenticatedBusiness"
"app/api/sms/send/route.ts","POST","getAuthenticatedBusiness"
"app/api/sms/thread/route.ts","GET","getAuthenticatedBusiness"
"app/api/sms/usage/route.ts","GET","getAuthenticatedBusiness"
"app/api/storefront/contact/route.ts","OPTIONS",""
"app/api/storefront/contact/route.ts","POST",""
"app/api/storefront/generate/route.ts","POST","getAuthenticatedBusiness"
"app/api/storefront/route.ts","GET","getAuthenticatedBusiness"
"app/api/storefront/route.ts","PUT","getAuthenticatedBusiness"
"app/api/storefront/track/route.ts","OPTIONS",""
"app/api/storefront/track/route.ts","POST",""
"app/api/subcontractors/route.ts","DELETE","getAuthenticatedBusiness"
"app/api/subcontractors/route.ts","GET","getAuthenticatedBusiness"
"app/api/subcontractors/route.ts","POST","getAuthenticatedBusiness"
"app/api/subcontractors/route.ts","PUT","getAuthenticatedBusiness"
"app/api/suggestions/approve/route.ts","POST","getAuthenticatedBusiness;getCurrentUser"
"app/api/suggestions/route.ts","GET","getAuthenticatedBusiness"
"app/api/supplier-invoices/route.ts","DELETE","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/supplier-invoices/route.ts","GET","getAuthenticatedBusiness;getCurrentUser;hasPermission"
"app/api/supplier-invoices/route.ts","PATCH","getAuthenticatedBusiness;getCurrentUser;hasPermission;verifyOwnership"
"app/api/supplier-invoices/route.ts","POST","getAuthenticatedBusiness;getCurrentUser;hasPermission;verifyOwnership"
"app/api/suppliers/compare/route.ts","POST","getAuthenticatedBusiness"
